id,c1_high,c2_high,c3_high,c4_high,water_diff
2366,99.9,0.9,10.7,15.4,-6.7185
2367,99.9,99.9,0.5,5.4,26.19632
2368,99.9,99.9,0.5,5.4,26.19632
2369,99.9,99.9,0.5,5.4,26.19632
2370,99.9,99.9,0.5,5.4,26.19632
2371,99.9,99.9,0.5,5.4,26.19632
2372,5.9,9.4,13.1,17.6,-3.47733
2373,5.9,9.4,13.1,17.6,-3.47733
2374,1.6,4.1,13.2,17.6,-5.77702
2375,1.6,4.1,13.2,17.6,-5.77702
2376,99.9,2.9,11.2,15.7,-0.73358
2377,99.9,2.9,11.2,15.7,-0.73358
2378,99.9,99.9,99.9,99.9,104.98542
2379,99.9,99.9,99.9,99.9,104.98542
2380,99.9,99.9,99.9,99.9,104.98542
2381,99.9,99.9,99.9,99.9,104.98542
2382,99.9,0.6,7,11.4,3.71177
2383,99.9,0.6,7,11.4,3.71177
2384,99.9,99.9,5.9,10.4,7.13432
2385,99.9,99.9,5.9,10.4,7.13432
2386,99.9,0,10,14.6,11.34931
2387,99.9,0,10,14.6,11.34931
2388,99.9,99.9,4.5,9.2,31.32445
2389,99.9,0.5,9.6,13.9,-1.80176
2390,99.9,0.5,9.6,13.9,-1.80176
2391,2.3,4.1,13.7,18.2,-7.57019
2392,2.3,4.1,13.7,18.2,-7.57019
2393,1.4,3.7,13.8,18,-4.51176
2394,99.9,99.9,0.6,5.5,41.66517
2395,99.9,99.9,0.6,5.5,41.66517
2396,99.9,99.9,99.9,3.3,23.83071
2397,99.9,99.9,99.9,3.3,23.83071
2398,2.6,5,14.3,18.8,0.31098
2399,2.6,5,14.3,18.8,0.31098
2400,1.5,4,14.3,18.6,-13.74343
2401,1.5,4,14.3,18.6,-13.74343
2402,1.5,4,14.3,18.6,-13.74343
2403,99.9,99.9,99.9,3.3,63.26318
2404,99.9,99.9,9.9,14.9,7.49882
2405,99.9,99.9,9.9,14.9,7.49882
2406,99.9,99.9,99.9,99.9,72.20372
2407,99.9,99.9,99.9,99.9,72.20372
2408,99.9,0.6,11.3,15.3,-2.53031
2409,99.9,99.9,99.9,99.9,83.1312
2410,99.9,99.9,99.9,99.9,83.1312
2411,99.9,99.9,1.2,6,28.56204
2412,99.9,99.9,1.2,6,28.56204
2413,99.9,99.9,1.2,6,28.56204
2414,99.9,99.9,1.2,6,28.56204
2415,99.9,99.9,4.3,9.1,20.24698
2416,99.9,99.9,4.3,9.1,20.24698
2417,5.9,9.4,13.1,17.6,-17.31118
2418,5.9,9.4,13.1,17.6,-17.31118
2419,99.9,0.8,10.4,14.9,-11.23485
2420,99.9,0.8,10.4,14.9,-11.23485
2421,99.9,1.9,5.8,10.5,4.27767
2422,99.9,99.9,5.9,10.4,7.04302
2423,99.9,99.9,5.9,10.4,7.04302
2424,2.3,4.1,13.7,18.2,-16.68979
2425,2.3,4.1,13.7,18.2,-16.68979
2426,99.9,99.9,4.7,9.7,29.63143
2427,99.9,99.9,99.9,99.9,93.68094
2428,99.9,99.9,99.9,99.9,93.68094
2429,99.9,99.9,99.9,99.9,93.68094
2430,99.9,99.9,99.9,99.9,123.86893
2431,99.9,99.9,1,5.3,31.86836
2432,99.9,99.9,1,5.3,31.86836
2433,99.9,99.9,1,5.3,31.86836
2434,3.4,5.8,16,20.2,-10.03119
2435,3.4,5.8,16,20.2,-10.03119
2436,99.9,0.5,6.9,11.7,4.63689
2437,99.9,0.5,6.9,11.7,4.63689
2438,99.9,0.5,6.9,11.7,4.63689
2439,99.9,0.5,6.9,11.7,4.63689
2440,3.3,5.4,12.6,16.9,-12.56136
2441,99.9,0,10,14.6,-9.35202
2442,99.9,0.5,9.6,13.9,10.20559
2443,99.9,0.5,9.6,13.9,10.20559
2444,99.9,0.5,9.6,13.9,10.20559
2445,99.9,0.5,9.6,13.9,10.20559
2446,99.9,99.9,8.1,11.9,14.04769
2447,99.9,99.9,8.1,11.9,14.04769
2448,3.6,6.1,16.4,20.9,-9.6202
2449,3.6,6.1,16.4,20.9,-9.6202
2450,99.9,99.9,0.6,5.5,-4.44904
2451,99.9,99.9,0.6,5.5,-4.44904
2452,99.9,99.9,0.6,5.5,30.83666
2453,99.9,99.9,0.6,5.5,30.83666
2454,99.9,99.9,0.6,5.5,37.71095
2455,99.9,99.9,0.6,5.5,37.71095
2456,0.5,2.5,11.1,15.3,7.70008
2457,99.9,99.9,99.9,99.9,99.84597
2458,1.4,3.7,13.8,18,-11.39037
2459,1.4,3.7,13.8,18,-11.39037
2460,5.9,9.4,13.1,17.6,-2.97839
2461,5.9,9.4,13.1,17.6,-2.97839
2462,1.6,4.1,13.2,17.6,12.47302
2463,1.6,4.1,13.2,17.6,12.47302
2464,1.6,4.1,13.2,17.6,12.47302
2465,99.9,99.9,0.6,5.5,41.87843
2466,1.3,8.2,12.7,17,-7.32954
2467,1.3,8.2,12.7,17,-7.32954
2468,99.9,0,10,14.6,-4.87724
2469,99.9,0,10,14.6,-4.87724
2470,99.9,99.9,4.5,9.2,34.19215
2471,3.9,6.5,16.7,21.6,-4.73924
2472,3.9,6.5,16.7,21.6,-4.73924
2473,2.3,4.1,13.7,18.2,0.10592
2474,2.3,4.1,13.7,18.2,0.10592
2475,2.3,4.1,13.7,18.2,0.10592
2476,99.9,99.9,7.9,12.6,11.47551
2477,99.9,99.9,7.9,12.6,11.47551
2478,99.9,99.9,7.9,12.6,11.47551
2479,6.9,10.2,13.4,18.2,-20.10056
2480,99.9,99.9,99.9,99.9,112.10555
2481,99.9,0.9,10.7,15.4,-10.07354
2482,99.9,99.9,4.3,9.1,-6.82092
2483,99.9,2.1,6.8,11.2,1.95264
2484,99.9,0.9,10.7,15.4,-4.81153
2485,99.9,0.9,10.7,15.4,-4.81153
2486,99.9,0.9,10.7,15.4,-4.81153
2487,99.9,99.9,4.2,8.7,16.44981
2488,99.9,99.9,4.2,8.7,16.44981
2489,99.9,99.9,99.9,99.9,101.05712
2490,99.9,99.9,99.9,99.9,101.05712
2491,1.6,4.1,13.2,17.6,-17.10053
2492,1.6,4.1,13.2,17.6,-17.10053
2493,1.3,3.9,15,18.9,-16.08096
2494,99.9,99.9,99.9,99.9,108.21156
2495,99.9,1.9,5.8,10.5,2.90772
2496,99.9,1.9,5.8,10.5,2.90772
2497,99.9,99.9,4.3,9.1,21.44065
2498,99.9,99.9,4.3,9.1,21.44065
2499,99.9,99.9,4.3,9.1,21.44065
2500,99.9,99.9,99.9,99.9,54.85133
2501,1.4,3.7,13.8,18,-14.72921
2502,1.4,3.7,13.8,18,-14.72921
2503,1.4,3.7,13.8,18,-14.72921
2504,3.3,5.5,15,19.6,-8.0913
2505,3.3,5.5,15,19.6,-8.0913
2506,99.9,0,10,14.6,-0.29263
2507,99.9,99.9,0.6,5.5,5.17388
2508,99.9,99.9,99.9,99.9,60.37599
2509,99.9,99.9,99.9,99.9,60.37599
2510,99.9,99.9,99.9,99.9,60.37599
2511,99.9,99.9,4.3,9.1,8.56192
2512,99.9,99.9,4.3,9.1,8.56192
2513,99.9,99.9,4.3,9.1,8.56192
2514,3.9,6.5,16.7,21.6,13.25568
2515,3.9,6.5,16.7,21.6,13.25568
2516,99.9,99.9,0.6,5.5,32.25431
2517,99.9,99.9,0.6,5.5,32.25431
2518,99.9,0.9,10.7,15.4,-14.61526
2519,99.9,0.9,10.7,15.4,-14.61526
2520,99.9,0.9,10.7,15.4,-14.61526
2521,99.9,0.9,10.7,15.4,-14.61526
2522,3.3,5.5,15,19.6,-9.02789
2523,3.3,5.5,15,19.6,-9.02789
2524,3.3,5.5,15,19.6,-9.02789
2525,2.6,4.5,12.8,16.9,-13.38926
2526,2.6,4.5,12.8,16.9,-13.38926
2527,99.9,99.9,1.2,6,31.78077
2528,3.3,5.6,14.9,19.3,-12.01836
2529,5.9,9.4,13.1,17.6,-7.7097
2530,5.9,9.4,13.1,17.6,-7.7097
2531,3.3,5.5,15,19.6,-12.28969
2532,3.3,5.5,15,19.6,-12.28969
2533,99.9,0,10,14.6,-1.73882
2534,99.9,0,10,14.6,-1.73882
2535,99.9,0,10,14.6,-1.73882
2536,1.5,4,14.3,18.6,-11.88551
2537,1.5,4,14.3,18.6,-11.88551
2538,1.5,4,14.3,18.6,-11.88551
2539,99.9,1.7,7.1,11.8,12.77971
2540,99.9,1.7,7.1,11.8,12.77971
2541,99.9,1.7,7.1,11.8,12.77971
2542,5.9,9.4,13.1,17.6,-9.91426
2543,3,6.6,10.2,14.8,1.54015
2544,3,6.6,10.2,14.8,1.54015
2545,3.3,10.7,15.5,20.4,-10.54036
2546,3.3,10.7,15.5,20.4,-10.54036
2547,99.9,1.9,5.8,10.5,-10.62806
2548,2.4,9.8,14.8,19.5,1.93217
2549,2.4,9.8,14.8,19.5,1.93217
2550,2.4,9.8,14.8,19.5,1.93217
2551,99.9,99.9,0.5,5.4,24.90743
2552,99.9,99.9,0.5,5.4,24.90743
2553,2.6,5,14.3,18.8,-14.06246
2554,2.6,5,14.3,18.8,-14.06246
2555,2.6,5,14.3,18.8,-14.06246
2556,2.6,5,14.3,18.8,-14.06246
2557,2.6,5,14.3,18.8,-14.06246
2558,99.9,99.9,99.9,3,47.30865
2559,99.9,99.9,99.9,3,47.30865
2560,6.1,10,13.1,17.5,13.59679
2561,6.1,10,13.1,17.5,13.59679
2562,99.9,99.9,4.2,8.7,26.92459
2563,99.9,99.9,4.2,8.7,26.92459
2564,99.9,99.9,4.2,8.7,26.92459
2565,2.3,4.1,13.7,18.2,-14.27572
2566,2.3,4.1,13.7,18.2,-14.27572
2567,1.5,4,14.3,18.6,-9.83051
2568,99.9,99.9,0.2,4.8,30.76431
2569,99.9,99.9,0.6,5.5,35.85262
2570,99.9,99.9,0.6,5.5,35.85262
2571,2.6,5,14.3,18.8,-9.27296
2572,2.6,5,14.3,18.8,-9.27296
2573,99.9,99.9,10.1,14.4,1.16422
2574,99.9,99.9,99.9,99.9,101.74534
2575,99.9,99.9,99.9,99.9,101.74534
2576,99.9,99.9,99.9,99.9,101.44122
2577,99.9,99.9,99.9,99.9,101.44122
2578,99.9,99.9,99.9,99.9,101.44122
2579,99.9,99.9,99.9,99.9,101.44122
2580,99.9,99.9,4.6,9.1,-7.04679
2581,99.9,99.9,4.6,9.1,-7.04679
2582,99.9,99.9,9.9,14.9,26.40264
2583,99.9,99.9,9.9,14.9,26.40264
2584,99.9,99.9,9.9,14.9,26.40264
2585,99.9,99.9,9.9,14.9,19.56541
2586,99.9,99.9,9.9,14.9,19.56541
2587,99.9,99.9,0.6,5.5,52.37112
2588,99.9,99.9,0.6,5.5,52.37112
2589,99.9,99.9,0.6,5.5,52.37112
2590,2.9,5.1,15.2,19.4,-10.67816
2591,2.9,5.1,15.2,19.4,-10.67816
2592,2.9,5.1,15.2,19.4,-10.67816
2593,1.4,3.8,14.7,18.6,-14.69325
2594,99.9,1.7,7.1,11.8,4.94188
2595,99.9,1.7,7.1,11.8,4.94188
2596,99.9,99.9,7.9,12.6,27.15489
2597,99.9,99.9,7.9,12.6,27.15489
2598,99.9,99.9,7.9,12.6,27.15489
2599,3.3,5.5,15,19.6,-4.19491
2600,3.9,6.5,16.7,21.6,14.12853
2601,5.9,9.4,13.1,17.6,-3.33884
2602,1.6,4.1,13.2,17.6,-11.64432
2603,1.6,4.1,13.2,17.6,-11.64432
2604,99.9,99.9,4.3,9.1,13.03544
2605,99.9,99.9,4.3,9.1,13.03544
2606,6.1,10,13.1,17.5,-25.00259
2607,6.1,10,13.1,17.5,-25.00259
2608,2.9,5.1,15.2,19.4,-0.09458
2609,99.9,8.4,14.6,19.5,-2.81467
2610,1.5,4,14.3,18.6,-14.49971
2611,1.5,4,14.3,18.6,-14.49971
2612,5.9,9.4,13.1,17.6,-16.65176
2613,99.9,99.9,4.5,9.2,-4.15408
2614,99.9,99.9,99.9,99.9,68.68966
2615,99.9,99.9,7.9,12.6,2.87275
2616,99.9,99.9,7.9,12.6,2.87275
2617,99.9,99.9,7.9,12.6,2.87275
2618,99.9,99.9,0.6,5.5,37.67683
2619,99.9,99.9,0.6,5.5,37.67683
2620,3.5,10.6,15.3,19.9,-6.05137
2621,3.5,10.6,15.3,19.9,-6.05137
2622,3.5,10.6,15.3,19.9,-6.05137
2623,3,6.6,10.2,14.8,-0.01462
2624,3,6.6,10.2,14.8,-0.01462
2625,3,6.6,10.2,14.8,1.29657
2626,3,6.6,10.2,14.8,1.29657
2627,3,6.6,10.2,14.8,1.29657
2628,99.9,99.9,1,5.3,35.21861
2629,99.9,99.9,1,5.3,35.21861
2630,99.9,99.9,1,5.3,35.21861
2631,99.9,99.9,99.9,99.9,107.63247
2632,99.9,99.9,7.9,12.6,17.98028
2633,99.9,99.9,7.9,12.6,17.98028
2634,99.9,99.9,99.9,99.9,58.37309
2635,99.9,99.9,99.9,99.9,58.37309
2636,99.9,1.5,8.3,13.1,2.64802
2637,99.9,1.5,8.3,13.1,2.64802
2638,99.9,2.3,10.6,15,-3.49915
2639,99.9,2.3,10.6,15,-3.49915
2640,99.9,2.3,10.6,15,-3.49915
2641,99.9,2.9,11.2,15.7,-5.15378
2642,99.9,99.9,5.9,10.4,10.18402
2643,99.9,99.9,5.9,10.4,10.18402
2644,99.9,1.9,5.8,10.5,0.42339
2645,99.9,1.9,5.8,10.5,0.42339
2646,99.9,1.9,5.8,10.5,0.42339
2647,99.9,1.9,5.8,10.5,0.42339
2648,99.9,99.9,0.6,5.5,21.1244
2649,99.9,99.9,0.6,5.5,21.1244
2650,99.9,99.9,0.6,5.5,21.1244
2651,99.9,1.7,7.1,11.8,-4.60609
2652,99.9,1.7,7.1,11.8,-4.60609
2653,99.9,99.9,4.6,9.1,28.90192
2654,99.9,99.9,4.6,9.1,28.90192
2655,99.9,2.3,10.6,15,-2.57345
2656,99.9,0,10,14.6,-7.67455
2657,99.9,0,10,14.6,-7.67455
2658,99.9,0,10,14.6,-7.67455
2659,99.9,99.9,4.3,9.1,-0.57689
2660,99.9,99.9,4.3,9.1,-0.57689
2661,99.9,99.9,0.6,5.5,40.73905
2662,99.9,99.9,0.6,5.5,40.73905
2663,99.9,99.9,99.9,99.9,122.5039
2664,99.9,99.9,99.9,99.9,122.5039
2665,3,6.6,10.2,14.8,1.2768
2666,3,6.6,10.2,14.8,1.2768
2667,99.9,1.3,9.5,13.1,-21.92296
2668,99.9,1.3,9.5,13.1,-21.92296
2669,99.9,2.9,11.2,15.7,-1.14034
2670,99.9,2.9,11.2,15.7,-1.14034
2671,99.9,99.9,0.5,5.4,31.00668
2672,99.9,99.9,99.9,99.9,97.20591
2673,99.9,99.9,99.9,99.9,97.20591
2674,99.9,0.5,9.6,13.9,9.9408
2675,99.9,0.8,10.4,14.9,4.43815
2676,99.9,99.9,5.9,10.4,9.48224
2677,99.9,99.9,5.9,10.4,9.48224
2678,99.9,99.9,9.9,14.9,-8.06473
2679,3.4,5.8,14.7,18.9,-19.55716
2680,3.4,5.8,14.7,18.9,-19.55716
2681,99.9,1.9,5.8,10.5,11.83309
2682,99.9,1.9,5.8,10.5,11.83309
2683,99.9,99.9,99.9,1.9,24.46399
2684,99.9,99.9,99.9,1.9,24.46399
2685,99.9,99.9,5.9,10.4,16.67338
2686,99.9,99.9,5.9,10.4,16.67338
2687,99.9,99.9,5.9,10.4,16.67338
2688,3.3,5.5,15,19.6,-8.76835
2689,3.3,5.5,15,19.6,-8.76835
2690,99.9,99.9,99.9,99.9,71.53414
2691,99.9,99.9,99.9,99.9,71.53414
2692,99.9,99.9,0.6,5.5,2.09063
2693,2.3,4.1,13.7,18.2,-6.93112
2694,2.3,4.1,13.7,18.2,-6.93112
2695,6.9,10.2,13.4,18.2,12.64163
2696,99.9,99.9,1.2,6,47.26252
2697,99.9,99.9,1.2,6,47.26252
2698,99.9,99.9,5.9,10.4,7.13721
2699,99.9,99.9,5.9,10.4,7.13721
2700,3.4,5.8,16,20.2,-13.76019
2701,3.4,5.8,16,20.2,-13.76019
2702,3.4,5.8,16,20.2,-12.04399
2703,3.4,5.8,16,20.2,-12.04399
2704,1.5,4,14.3,18.6,2.17326
2705,1.5,4,14.3,18.6,2.17326
2706,99.9,99.9,5.9,10.4,20.2726
2707,99.9,99.9,5.9,10.4,20.2726
2708,99.9,0.9,10.7,15.4,-11.44272
2709,99.9,0.9,10.7,15.4,-11.44272
2710,99.9,99.9,1.2,6,53.81372
2711,99.9,99.9,1.2,6,31.15243
2712,99.9,99.9,1.2,6,31.15243
2713,99.9,99.9,1.2,6,31.15243
2714,99.9,99.9,1.2,6,31.15243
2715,3.3,5.5,15.4,19.7,-16.23236
2716,99.9,99.9,7.9,12.6,13.24546
2717,99.9,99.9,7.9,12.6,13.24546
2718,99.9,99.9,7.9,12.6,13.24546
2719,99.9,99.9,7.9,12.6,13.24546
2720,99.9,99.9,7.9,12.6,13.24546
2721,99.9,99.9,7.9,12.6,13.24546
2722,5.9,9.4,13.1,17.6,-9.42717
2723,5.9,9.4,13.1,17.6,-9.42717
2724,5.9,9.4,13.1,17.6,-9.42717
2725,3.9,6.5,16.7,21.6,0.65446
2726,99.9,99.9,99.9,99.9,95.46175
2727,99.9,99.9,9.9,14.9,2.29986
2728,99.9,99.9,9.9,14.9,2.29986
2729,99.9,3.6,8.5,12.7,8.24381
2730,99.9,3.6,8.5,12.7,8.24381
2731,3.4,5.8,14.7,18.9,-20.05611
2732,99.9,0.5,9.6,13.9,5.2923
2733,99.9,0.5,9.6,13.9,5.2923
2734,2.6,5,14.3,18.8,-8.84164
2735,99.9,99.9,7.9,12.6,3.47093
2736,5.9,9.4,13.1,17.6,-4.81366
2737,5.9,9.4,13.1,17.6,-4.81366
2738,5.9,9.4,13.1,17.6,-4.81366
2739,99.9,99.9,9.9,14.9,11.97547
2740,99.9,99.9,9.9,14.9,11.97547
2741,99.9,99.9,99.9,99.9,80.22698
2742,99.9,99.9,99.9,99.9,80.22698
2743,99.9,2.1,6.8,11.2,-7.36038
2744,99.9,2.1,6.8,11.2,-7.36038
2745,2.3,4.1,13.7,18.2,-0.59121
2746,2.3,4.1,13.7,18.2,-0.59121
2747,2.3,4.1,13.7,18.2,-0.59121
2748,3.9,6.5,16.7,21.6,14.56639
2749,3.9,6.5,16.7,21.6,14.56639
2750,3.3,10.7,15.5,20.4,-14.51055
2751,99.9,2.1,10.4,14.7,-8.33763
2752,99.9,99.9,4.3,9.1,8.78184
2753,99.9,99.9,4.3,9.1,8.78184
2754,99.9,99.9,4.6,9.1,-3.5167
2755,99.9,99.9,4.6,9.1,-3.5167
2756,99.9,0.9,10.7,15.4,-6.39602
2757,99.9,0.9,10.7,15.4,-6.39602
2758,99.9,0,10,14.6,10.77704
2759,99.9,0,10,14.6,10.77704
2760,99.9,0,10,14.6,10.77704
2761,99.9,0,10,14.6,10.77704
2762,3.3,5.5,15,19.6,-5.19744
2763,1.5,4,14.3,18.6,-11.02706
2764,1.5,4,14.3,18.6,-11.02706
2765,99.9,1.9,5.8,10.5,2.9304
2766,99.9,1.9,5.8,10.5,2.9304
2767,99.9,99.9,7.9,12.6,16.10677
2768,5.9,9.4,13.1,17.6,-9.04734
2769,5.9,9.4,13.1,17.6,-9.04734
2770,5.9,9.4,13.1,17.6,-9.04734
2771,99.9,99.9,99.9,99.9,99.26942
2772,99.9,99.9,99.9,99.9,99.26942
2773,99.9,99.9,4.3,9.1,27.9771
2774,99.9,99.9,4.3,9.1,27.9771
2775,99.9,0.8,10.4,14.9,-8.9369
2776,99.9,0.8,10.4,14.9,-8.9369
2777,99.9,0.8,10.4,14.9,-11.50333
2778,99.9,99.9,4.3,9.1,-6.70459
2779,99.9,99.9,4.3,9.1,-6.70459
2780,99.9,99.9,4.7,9.7,22.69584
2781,99.9,99.9,4.7,9.7,22.69584
2782,99.9,99.9,0.6,5.5,25.89208
2783,3.6,6.1,16.4,20.9,-14.95404
2784,3.6,6.1,16.4,20.9,-14.95404
2785,1.5,4,14.3,18.6,1.26831
2786,1.5,4,14.3,18.6,1.26831
2787,4.1,6.9,17.5,22.5,-9.75422
2788,99.9,1.9,5.8,10.5,4.88597
2789,99.9,2.9,11.2,15.7,-2.89666
2790,99.9,2.9,11.2,15.7,-2.89666
2791,99.9,2.9,11.2,15.7,-2.89666
2792,2.6,4.5,12.8,16.9,-12.27995
2793,2.6,4.5,12.8,16.9,-12.27995
2794,2,4.7,15.4,20.2,5.60948
2795,99.9,99.9,99.9,99.9,57.53518
2796,99.9,99.9,99.9,99.9,57.53518
2797,99.9,99.9,5.9,10.4,10.43256
2798,1.6,4.1,13.2,17.6,-13.60967
2799,99.9,99.9,99.9,99.9,96.05691
2800,99.9,99.9,99.9,99.9,96.05691
2801,3.3,5.5,15,19.6,-4.77732
2802,2.6,5,14.3,18.8,-9.88192
2803,2.6,5,14.3,18.8,-9.88192
2804,2.6,5,14.3,18.8,-9.88192
2805,99.9,99.9,4.5,9.2,-15.48582
2806,99.9,99.9,4.5,9.2,-15.48582
2807,99.9,99.9,5.9,10.4,8.34313
2808,99.9,99.9,5.9,10.4,8.34313
2809,99.9,99.9,5.9,10.4,8.34313
2810,99.9,0,10,14.6,-13.64694
2811,99.9,0,10,14.6,-13.64694
2812,1.5,4,14.3,18.6,-16.43505
2813,1.5,4,14.3,18.6,-6.82856
2814,3.3,5.4,12.6,16.9,-14.39892
2815,3.3,5.4,12.6,16.9,-14.39892
2816,3.3,5.4,12.6,16.9,-14.39892
2817,3.3,5.4,12.6,16.9,-14.39892
2818,99.9,99.9,99.9,99.9,118.70782
2819,99.9,99.9,99.9,99.9,118.70782
2820,99.9,99.9,99.9,99.9,118.70782
2821,99.9,99.9,4.3,9.1,17.36264
2822,99.9,99.9,99.9,99.9,115.44053
2823,99.9,99.9,99.9,99.9,115.44053
2824,99.9,99.9,99.9,99.9,115.44053
2825,2.3,4.1,13.7,18.2,-11.30757
2826,99.9,1.5,8.3,13.1,3.62579
2827,99.9,2.1,6.8,11.2,-8.96087
2828,99.9,2.1,6.8,11.2,-8.96087
2829,3.3,5.6,14.9,19.3,-4.6507
2830,99.9,0.9,10.7,15.4,-2.99377
2831,99.9,99.9,99.9,99.9,113.98843
2832,1.3,3.9,15,18.9,-13.98216
2833,1.3,3.9,15,18.9,-13.98216
2834,1.3,3.9,15,18.9,-13.98216
2835,99.9,1.9,5.8,10.5,4.67854
2836,99.9,1.9,5.8,10.5,4.67854
2837,99.9,2.9,11.2,15.7,-2.72563
2838,99.9,2.9,11.2,15.7,-2.72563
2839,2.3,4.1,13.7,18.2,1.97983
2840,2.3,4.1,13.7,18.2,1.97983
2841,2.3,4.1,13.7,18.2,1.97983
2842,99.9,0.5,9.6,13.9,-6.18827
2843,99.9,0.5,9.6,13.9,-6.18827
2844,4.9,7.2,13.4,17.7,-6.54734
2845,4.9,7.2,13.4,17.7,-6.54734
2846,4.9,7.2,13.4,17.7,-6.54734
2847,3.9,6.5,16.7,21.6,1.15572
2848,3.9,6.5,16.7,21.6,1.15572
2849,99.9,0.8,10.4,14.9,-4.46843
2850,99.9,0.8,10.4,14.9,-4.46843
2851,99.9,99.9,99.9,99.9,121.63955
2852,5.9,9.4,13.1,17.6,-8.77509
2853,5.9,9.4,13.1,17.6,-8.03386
2854,5.9,9.4,13.1,17.6,-8.03386
2855,5.9,9.4,13.1,17.6,-8.03386
2856,3.9,6.5,16.7,21.6,-14.49302
2857,99.9,99.9,1.2,6,31.44949
2858,6.4,9.7,13.4,17.9,7.32849
2859,6.4,9.7,13.4,17.9,7.32849
2860,6.4,9.7,13.4,17.9,2.01934
2861,6.4,9.7,13.4,17.9,2.01934
2862,99.9,2.9,11.2,15.7,-0.06502
2863,99.9,2.9,11.2,15.7,-0.06502
2864,99.9,2.9,11.2,15.7,-0.06502
2865,1.5,4,14.3,18.6,-12.51434
2866,1.5,4,14.3,18.6,-12.51434
2867,99.9,0.5,9.6,13.9,6.84726
2868,1.4,3.7,13.8,18,-12.52843
2869,99.9,0.5,9.6,13.9,15.52079
2870,99.9,0.5,9.6,13.9,15.52079
2871,99.9,99.9,99.9,99.9,8.51232
2872,99.9,99.9,99.9,99.9,8.51232
2873,99.9,2.1,6.8,11.2,7.57861
2874,99.9,2.1,6.8,11.2,7.57861
2875,99.9,99.9,4.3,9.1,5.22425
2876,99.9,99.9,4.3,9.1,5.22425
2877,99.9,99.9,5.9,10.4,6.81719
2878,99.9,99.9,5.9,10.4,6.81719
2879,3.3,5.4,12.6,16.9,-10.10695
2880,3.3,5.4,12.6,16.9,-10.10695
2881,1.5,4,14.3,18.6,-15.77499
2882,99.9,2.1,10.4,14.7,-15.61457
2883,99.9,2.1,10.4,14.7,-15.61457
2884,99.9,2.1,10.4,14.7,-15.61457
2885,99.9,2.1,10.4,14.7,-15.61457
2886,99.9,99.9,99.9,99.9,100.22274
2887,99.9,99.9,99.9,99.9,100.22274
2888,99.9,99.9,99.9,99.9,100.22274
2889,99.9,99.9,99.9,99.9,100.22274
2890,99.9,99.9,0.5,5.4,36.17558
2891,99.9,99.9,0.5,5.4,36.17558
2892,99.9,99.9,0.5,5.4,36.17558
2893,99.9,99.9,4.3,9.1,18.86819
2894,99.9,99.9,4.3,9.1,18.86819
2895,99.9,99.9,4.3,9.1,18.86819
2896,99.9,99.9,0.2,4.8,23.36457
2897,99.9,99.9,0.5,5.4,29.4849
2898,99.9,99.9,5.9,10.4,8.64216
2899,99.9,2.1,10.4,14.7,-13.88365
2900,99.9,2.1,10.4,14.7,-13.88365
2901,0.5,2.5,11.1,15.3,-8.78266
2902,0.5,7.6,12.2,16.8,-7.41625
2903,0.5,7.6,12.2,16.8,-7.41625
2904,3.3,5.4,12.6,16.9,-6.88655
2905,3.3,5.4,12.6,16.9,-6.88655
2906,99.9,99.9,0.5,5.4,38.1325
2907,99.9,99.9,7.9,12.6,8.12964
2908,99.9,99.9,5.9,10.4,13.43179
2909,99.9,99.9,5.9,10.4,13.43179
2910,99.9,99.9,99.9,99.9,101.69592
2911,99.9,99.9,99.9,99.9,101.69592
2912,99.9,99.9,99.9,99.9,101.69592
2913,99.9,99.9,99.9,99.9,101.69592
2914,2.3,4.1,13.7,18.2,-15.04995
2915,2.3,4.1,13.7,18.2,-15.04995
2916,2.3,4.1,13.7,18.2,-15.04995
2917,99.9,99.9,7.9,12.6,-0.91348
2918,99.9,99.9,7.9,12.6,-0.91348
2919,99.9,99.9,99.9,99.9,116.42681
2920,99.9,0.7,6,10.3,40.80908
2921,99.9,0.7,6,10.3,40.80908
2922,5.9,9.4,13.1,17.6,-20.23739
2923,5.9,9.4,13.1,17.6,-20.23739
2924,1.4,3.7,13.8,18,-2.90441
2925,1.4,3.7,13.8,18,-2.90441
2926,99.9,99.9,4.3,9.1,-0.45167
2927,99.9,99.9,9.9,14.9,1.06667
2928,2.3,4.1,13.7,18.2,-15.12591
2929,2.3,4.1,13.7,18.2,-13.18526
2930,99.9,99.9,2.4,6.9,16.93692
2931,99.9,99.9,2.4,6.9,16.93692
2932,99.9,99.9,2.4,6.9,16.93692
2933,99.9,99.9,2.4,6.9,16.93692
2934,99.9,99.9,2.4,6.9,16.93692
2935,99.9,99.9,2.4,6.9,16.93692
2936,99.9,99.9,4.3,9.1,-1.54416
2937,99.9,99.9,4.3,9.1,-1.54416
2938,99.9,99.9,4.3,9.1,-1.54416
2939,99.9,99.9,4.3,9.1,-1.54416
2940,99.9,0.9,10.7,15.4,-4.91113
2941,99.9,0.9,10.7,15.4,-4.91113
2942,99.9,0.9,10.7,15.4,-4.91113
2943,1.4,3.7,13.8,18,-15.34917
2944,99.9,99.9,0.6,5.5,44.8512
2945,99.9,99.9,0.6,5.5,44.8512
2946,99.9,0.8,10.4,14.9,-7.28459
2947,99.9,0.8,10.4,14.9,-7.28459
2948,99.9,99.9,99.9,99.9,82.72839
